False,True,False,False,False,False,False,False,False,False,False,False,False,False
Price min value,Price for each machine,Time
1.622,"[0.532, 0.46, 0.21, 0.21, 0.21, 0.0]",1.0398201942443848
1.622,"[0.532, 0.46, 0.21, 0.21, 0.21, 0.0]",1.0475389957427979
1.622,"[0.532, 0.46, 0.21, 0.21, 0.21, 0.0]",1.5038039684295654
