False,False,False,False,False,False,False,False,False,False,False
Price min value,Price for each machine,Time
882/1000,"[126, 210, 210, 126, 210]",2.049346923828125
882/1000,"[210, 210, 126, 126, 210]",1.97939133644104
882/1000,"[210, 126, 126, 210, 210]",2.0828347206115723
882/1000,"[210, 210, 126, 210, 126]",1.8659768104553223
882/1000,"[210, 126, 126, 210, 210]",2.4298171997070312
