True,False,False,False,True,True,True,True,False,False,False
Price min value,Price for each machine,Time
2289/1000,"[128, 128, 379, 128, 128, 128, 128, 379, 128, 128, 379, 128]",4813.855641365051
2289/1000,"[128, 128, 128, 128, 128, 128, 128, 128, 379, 128, 379, 379]",3675.567353963852
2289/1000,"[128, 128, 128, 128, 379, 379, 379, 128, 128, 128, 128, 128]",3699.820714712143
