Obtained in one run
min_price = 2.289, price_vector = [0.128, 0.128, 0.379, 0.379, 0.128, 0.128, 0.128, 0.128, 0.128, 0.379, 0.128, 0.128], time = 3825.06525015831 sec., vms_type = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
so I stopped it.
