Price min value,Price for each machine,Time
54912/1000,"[0/1000, 9152/1000, 0/1000, 9152/1000, 9152/1000, 0/1000, 0/1000, 9152/1000, 9152/1000, 0/1000, 9152/1000]",17.147024154663086
54912/1000,"[9152/1000, 0/1000, 0/1000, 9152/1000, 0/1000, 9152/1000, 9152/1000, 0/1000, 9152/1000, 0/1000, 9152/1000]",16.657060146331787
