Price min value,Price for each machine,Time
54912/1000,"[0/1000, 9152/1000, 9152/1000, 0/1000, 0/1000, 9152/1000, 9152/1000, 9152/1000, 0/1000, 0/1000, 9152/1000]",16.13300085067749
54912/1000,"[0/1000, 0/1000, 9152/1000, 9152/1000, 9152/1000, 9152/1000, 9152/1000, 0/1000, 0/1000, 9152/1000, 0/1000]",12.70969295501709
