Price min value,Price for each machine,Time
13245/1000,"[146/1000, 379/1000, 146/1000, 146/1000, 146/1000, 379/1000, 379/1000, 2808/1000, 2808/1000, 2808/1000, 146/1000, 2808/1000, 146/1000]",92.9912052154541
13245/1000,"[379/1000, 379/1000, 146/1000, 379/1000, 2808/1000, 2808/1000, 2808/1000, 2808/1000, 146/1000, 146/1000, 146/1000, 146/1000, 146/1000]",55.77778911590576
