True,False,False,False,False,False,False,False,True,True,False
Price min value,Price for each machine,Time
1652/1000,"[128, 128, 128, 252, 252, 128, 252, 128, 128, 128]",229.73057317733765
1652/1000,"[128, 128, 252, 128, 252, 128, 128, 128, 252, 128]",393.3140592575073
1652/1000,"[128, 128, 252, 252, 128, 128, 128, 252, 128, 128]",206.8386857509613
