True,False,True,False,False,False,False,False,False,False,False
Price min value,Price for each machine,Time
1908/1000,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252]",2.2920985221862793
1908/1000,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252]",2.385930061340332
1908/1000,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252]",2.2603156566619873
