Price min value,Price for each machine,Time
2192/1000,"[582/1000, 283/1000, 0/1000, 283/1000, 283/1000, 761/1000]",6.656781196594238
2192/1000,"[0/1000, 283/1000, 283/1000, 283/1000, 761/1000, 582/1000]",5.362594127655029
