Price min value,Price for each machine,Time
827/500,"[23/200, 283/1000, 283/1000, 23/200, 23/200, 23/200, 23/200, 23/200, 23/200, 283/1000]",16.807615041732788
827/500,"[23/200, 23/200, 283/1000, 23/200, 23/200, 283/1000, 23/200, 283/1000, 23/200, 23/200]",20.129736185073853
